iri	VeryPositive	Positive	Neutral	Negative	VeryNegative
http://purl.obolibrary.org/obo/DOID_0090032	1.0	0.0	4.0	42.0	53.0
http://purl.obolibrary.org/obo/DOID_0111478	1.0	4.0	30.0	56.0	10.0
http://purl.obolibrary.org/obo/DOID_2876	5.0	13.0	20.0	51.0	11.0
http://purl.obolibrary.org/obo/DOID_4902	3.0	6.0	15.0	61.0	15.0
http://purl.obolibrary.org/obo/DOID_154	4.0	11.0	22.0	51.0	12.0
http://purl.obolibrary.org/obo/DOID_0080888	2.0	5.0	23.0	57.0	13.0
http://purl.obolibrary.org/obo/DOID_4606	1.0	2.0	17.0	60.0	19.0
http://purl.obolibrary.org/obo/DOID_0090060	2.0	1.0	7.0	37.0	54.0
http://purl.obolibrary.org/obo/DOID_75	5.0	27.0	44.0	20.0	4.0
http://purl.obolibrary.org/obo/DOID_5564	2.0	3.0	19.0	56.0	21.0
http://purl.obolibrary.org/obo/DOID_5515	4.0	10.0	17.0	56.0	13.0
http://purl.obolibrary.org/obo/DOID_0111772	1.0	1.0	15.0	46.0	37.0
http://purl.obolibrary.org/obo/DOID_678	1.0	2.0	17.0	61.0	19.0
http://purl.obolibrary.org/obo/DOID_678	2.0	6.0	31.0	53.0	8.0
http://purl.obolibrary.org/obo/DOID_0111663	2.0	3.0	12.0	65.0	18.0
http://purl.obolibrary.org/obo/DOID_0080587	2.0	4.0	20.0	51.0	24.0
http://purl.obolibrary.org/obo/DOID_0090049	1.0	1.0	16.0	49.0	32.0
http://purl.obolibrary.org/obo/DOID_8893	2.0	6.0	36.0	49.0	7.0
http://purl.obolibrary.org/obo/DOID_0060011	1.0	1.0	11.0	66.0	21.0
http://purl.obolibrary.org/obo/DOID_0040041	5.0	18.0	25.0	43.0	9.0
http://purl.obolibrary.org/obo/DOID_7608	3.0	8.0	22.0	55.0	13.0
http://purl.obolibrary.org/obo/DOID_6777	3.0	7.0	24.0	54.0	12.0
http://purl.obolibrary.org/obo/DOID_4450	1.0	2.0	16.0	68.0	13.0
http://purl.obolibrary.org/obo/DOID_0112197	1.0	2.0	19.0	61.0	17.0
http://purl.obolibrary.org/obo/DOID_0110573	1.0	3.0	21.0	58.0	17.0
http://purl.obolibrary.org/obo/DOID_4189	1.0	3.0	28.0	57.0	10.0
http://purl.obolibrary.org/obo/DOID_0111299	1.0	1.0	9.0	69.0	20.0
http://purl.obolibrary.org/obo/DOID_0080533	2.0	2.0	13.0	64.0	20.0
http://purl.obolibrary.org/obo/DOID_3110	4.0	5.0	10.0	54.0	27.0
http://purl.obolibrary.org/obo/DOID_10039	6.0	23.0	33.0	31.0	7.0
http://purl.obolibrary.org/obo/DOID_10039	1.0	1.0	13.0	51.0	34.0
http://purl.obolibrary.org/obo/DOID_0070027	11.0	28.0	18.0	32.0	10.0
http://purl.obolibrary.org/obo/DOID_557	4.0	13.0	33.0	42.0	9.0
http://purl.obolibrary.org/obo/DOID_11102	11.0	34.0	24.0	24.0	7.0
http://purl.obolibrary.org/obo/DOID_0110340	1.0	1.0	14.0	54.0	30.0
http://purl.obolibrary.org/obo/DOID_0080830	2.0	1.0	8.0	58.0	31.0
http://purl.obolibrary.org/obo/DOID_13956	1.0	2.0	20.0	57.0	20.0
http://purl.obolibrary.org/obo/DOID_419	1.0	2.0	9.0	68.0	20.0
http://purl.obolibrary.org/obo/DOID_5520	5.0	23.0	28.0	37.0	7.0
http://purl.obolibrary.org/obo/DOID_0111794	4.0	13.0	27.0	45.0	10.0
http://purl.obolibrary.org/obo/DOID_3320	1.0	1.0	13.0	41.0	43.0
http://purl.obolibrary.org/obo/DOID_7363	1.0	4.0	27.0	55.0	12.0
http://purl.obolibrary.org/obo/DOID_0111164	1.0	2.0	17.0	63.0	17.0
http://purl.obolibrary.org/obo/DOID_0060689	1.0	2.0	20.0	59.0	18.0
http://purl.obolibrary.org/obo/DOID_0080849	1.0	1.0	15.0	64.0	18.0
http://purl.obolibrary.org/obo/DOID_0050042	2.0	2.0	13.0	62.0	22.0
http://purl.obolibrary.org/obo/DOID_0050042	2.0	0.0	3.0	36.0	59.0
http://purl.obolibrary.org/obo/DOID_9736	6.0	28.0	27.0	32.0	7.0
http://purl.obolibrary.org/obo/DOID_0080261	2.0	6.0	23.0	57.0	12.0
http://purl.obolibrary.org/obo/DOID_0111378	2.0	3.0	20.0	59.0	16.0
http://purl.obolibrary.org/obo/DOID_0111031	2.0	4.0	16.0	64.0	14.0
http://purl.obolibrary.org/obo/DOID_0060298	1.0	3.0	15.0	65.0	16.0
http://purl.obolibrary.org/obo/DOID_4513	5.0	16.0	26.0	42.0	10.0
http://purl.obolibrary.org/obo/DOID_13036	1.0	0.0	7.0	42.0	51.0
http://purl.obolibrary.org/obo/DOID_13036	6.0	5.0	8.0	50.0	32.0
http://purl.obolibrary.org/obo/DOID_0110105	3.0	17.0	43.0	32.0	5.0
http://purl.obolibrary.org/obo/DOID_6128	1.0	2.0	15.0	55.0	27.0
http://purl.obolibrary.org/obo/DOID_0080345	3.0	5.0	14.0	61.0	17.0
http://purl.obolibrary.org/obo/DOID_3127	1.0	1.0	8.0	56.0	34.0
http://purl.obolibrary.org/obo/DOID_3127	1.0	0.0	5.0	53.0	41.0
http://purl.obolibrary.org/obo/DOID_3127	3.0	9.0	29.0	49.0	10.0
http://purl.obolibrary.org/obo/DOID_14448	1.0	1.0	12.0	66.0	19.0
http://purl.obolibrary.org/obo/DOID_0070083	2.0	3.0	18.0	63.0	14.0
http://purl.obolibrary.org/obo/DOID_3437	2.0	1.0	10.0	52.0	35.0
http://purl.obolibrary.org/obo/DOID_646	3.0	11.0	22.0	53.0	11.0
http://purl.obolibrary.org/obo/DOID_0060146	2.0	8.0	19.0	60.0	11.0
http://purl.obolibrary.org/obo/DOID_14670	2.0	2.0	12.0	63.0	21.0
http://purl.obolibrary.org/obo/DOID_3234	1.0	7.0	43.0	42.0	6.0
http://purl.obolibrary.org/obo/DOID_0112220	2.0	4.0	19.0	59.0	17.0
http://purl.obolibrary.org/obo/DOID_0060416	3.0	7.0	23.0	54.0	13.0
http://purl.obolibrary.org/obo/DOID_0070152	1.0	1.0	9.0	58.0	30.0
http://purl.obolibrary.org/obo/DOID_0070018	2.0	5.0	21.0	59.0	12.0
http://purl.obolibrary.org/obo/DOID_0080697	3.0	8.0	26.0	51.0	11.0
http://purl.obolibrary.org/obo/DOID_0111335	1.0	0.0	7.0	52.0	39.0
http://purl.obolibrary.org/obo/DOID_0110379	1.0	3.0	21.0	63.0	13.0
http://purl.obolibrary.org/obo/DOID_12804	1.0	2.0	23.0	62.0	13.0
http://purl.obolibrary.org/obo/DOID_3140	1.0	0.0	6.0	23.0	70.0
http://purl.obolibrary.org/obo/DOID_0050640	1.0	3.0	23.0	61.0	12.0
http://purl.obolibrary.org/obo/DOID_0050155	1.0	1.0	10.0	65.0	24.0
http://purl.obolibrary.org/obo/DOID_0050155	5.0	7.0	10.0	56.0	21.0
http://purl.obolibrary.org/obo/DOID_0060167	0.0	1.0	46.0	47.0	5.0
http://purl.obolibrary.org/obo/DOID_0110402	1.0	3.0	21.0	63.0	13.0
http://purl.obolibrary.org/obo/DOID_0111139	2.0	3.0	20.0	61.0	14.0
http://purl.obolibrary.org/obo/DOID_0080329	1.0	0.0	10.0	35.0	53.0
http://purl.obolibrary.org/obo/DOID_0112025	1.0	1.0	8.0	49.0	41.0
http://purl.obolibrary.org/obo/DOID_0111634	1.0	3.0	26.0	57.0	13.0
http://purl.obolibrary.org/obo/DOID_0060177	2.0	3.0	14.0	51.0	30.0
http://purl.obolibrary.org/obo/DOID_10122	2.0	5.0	20.0	62.0	11.0
http://purl.obolibrary.org/obo/DOID_13241	2.0	4.0	24.0	55.0	15.0
http://purl.obolibrary.org/obo/DOID_8125	2.0	3.0	13.0	64.0	19.0
http://purl.obolibrary.org/obo/DOID_1025	3.0	4.0	11.0	60.0	22.0
http://purl.obolibrary.org/obo/DOID_0111694	2.0	4.0	19.0	60.0	16.0
http://purl.obolibrary.org/obo/DOID_13378	1.0	3.0	21.0	56.0	19.0
http://purl.obolibrary.org/obo/DOID_7426	2.0	1.0	8.0	61.0	28.0
http://purl.obolibrary.org/obo/DOID_7426	5.0	26.0	36.0	27.0	5.0
http://purl.obolibrary.org/obo/DOID_5268	4.0	7.0	17.0	57.0	15.0
http://purl.obolibrary.org/obo/DOID_0110523	2.0	5.0	20.0	59.0	13.0
http://purl.obolibrary.org/obo/DOID_3284	2.0	9.0	35.0	45.0	8.0
http://purl.obolibrary.org/obo/DOID_3284	1.0	1.0	10.0	61.0	27.0
http://purl.obolibrary.org/obo/DOID_999	2.0	2.0	11.0	67.0	18.0
http://purl.obolibrary.org/obo/DOID_7138	1.0	3.0	19.0	60.0	16.0
http://purl.obolibrary.org/obo/DOID_0060816	1.0	1.0	15.0	44.0	39.0
http://purl.obolibrary.org/obo/DOID_14761	1.0	2.0	14.0	63.0	20.0
http://purl.obolibrary.org/obo/DOID_4737	1.0	4.0	30.0	57.0	8.0
http://purl.obolibrary.org/obo/DOID_365	4.0	13.0	33.0	42.0	9.0
http://purl.obolibrary.org/obo/DOID_0110029	1.0	1.0	21.0	59.0	18.0
http://purl.obolibrary.org/obo/DOID_0080339	1.0	4.0	35.0	53.0	7.0
http://purl.obolibrary.org/obo/DOID_0080630	4.0	8.0	20.0	54.0	14.0
http://purl.obolibrary.org/obo/DOID_0112151	1.0	2.0	13.0	51.0	32.0
http://purl.obolibrary.org/obo/DOID_11328	2.0	2.0	14.0	62.0	20.0
http://purl.obolibrary.org/obo/DOID_0112113	1.0	4.0	30.0	56.0	10.0
http://purl.obolibrary.org/obo/DOID_0111571	2.0	3.0	18.0	59.0	18.0
http://purl.obolibrary.org/obo/DOID_6948	4.0	14.0	28.0	45.0	9.0
http://purl.obolibrary.org/obo/DOID_303	1.0	2.0	20.0	64.0	13.0
http://purl.obolibrary.org/obo/DOID_5385	5.0	30.0	40.0	21.0	4.0
http://purl.obolibrary.org/obo/DOID_3323	1.0	2.0	18.0	58.0	21.0
http://purl.obolibrary.org/obo/DOID_0060762	1.0	2.0	17.0	54.0	27.0
http://purl.obolibrary.org/obo/DOID_0050167	2.0	2.0	10.0	61.0	25.0
http://purl.obolibrary.org/obo/DOID_0080257	2.0	4.0	25.0	56.0	13.0
http://purl.obolibrary.org/obo/DOID_3744	4.0	11.0	18.0	54.0	12.0
http://purl.obolibrary.org/obo/DOID_0060133	2.0	5.0	22.0	60.0	11.0
http://purl.obolibrary.org/obo/DOID_0110775	2.0	6.0	30.0	52.0	9.0
http://purl.obolibrary.org/obo/DOID_11428	1.0	6.0	31.0	54.0	8.0
http://purl.obolibrary.org/obo/DOID_0110745	2.0	10.0	35.0	46.0	7.0
http://purl.obolibrary.org/obo/DOID_0060606	2.0	6.0	27.0	54.0	11.0
http://purl.obolibrary.org/obo/DOID_0111627	1.0	1.0	11.0	49.0	38.0
http://purl.obolibrary.org/obo/DOID_0070193	1.0	1.0	19.0	61.0	18.0
http://purl.obolibrary.org/obo/DOID_11197	2.0	8.0	28.0	52.0	10.0
http://purl.obolibrary.org/obo/DOID_0111809	4.0	10.0	24.0	49.0	13.0
http://purl.obolibrary.org/obo/DOID_0070087	2.0	5.0	14.0	63.0	15.0
http://purl.obolibrary.org/obo/DOID_11201	3.0	9.0	27.0	50.0	11.0
http://purl.obolibrary.org/obo/DOID_0080089	1.0	2.0	14.0	61.0	21.0
http://purl.obolibrary.org/obo/DOID_0111268	1.0	4.0	25.0	59.0	11.0
http://purl.obolibrary.org/obo/DOID_2696	1.0	1.0	15.0	64.0	18.0
http://purl.obolibrary.org/obo/DOID_0111457	1.0	1.0	9.0	39.0	50.0
http://purl.obolibrary.org/obo/DOID_0050895	8.0	14.0	13.0	48.0	18.0
http://purl.obolibrary.org/obo/DOID_0111847	1.0	0.0	10.0	35.0	54.0
http://purl.obolibrary.org/obo/DOID_4986	1.0	0.0	10.0	31.0	57.0
http://purl.obolibrary.org/obo/DOID_4986	1.0	1.0	12.0	47.0	40.0
http://purl.obolibrary.org/obo/DOID_4140	1.0	1.0	16.0	58.0	24.0
http://purl.obolibrary.org/obo/DOID_0110272	2.0	6.0	35.0	50.0	8.0
http://purl.obolibrary.org/obo/DOID_4061	4.0	9.0	16.0	57.0	14.0
http://purl.obolibrary.org/obo/DOID_0110344	1.0	3.0	20.0	63.0	13.0
http://purl.obolibrary.org/obo/DOID_2917	2.0	10.0	31.0	49.0	8.0
http://purl.obolibrary.org/obo/DOID_2303	1.0	2.0	16.0	59.0	22.0
http://purl.obolibrary.org/obo/DOID_0080554	1.0	1.0	10.0	43.0	44.0
http://purl.obolibrary.org/obo/DOID_0050829	7.0	18.0	18.0	45.0	12.0
http://purl.obolibrary.org/obo/DOID_0080447	1.0	1.0	12.0	48.0	38.0
http://purl.obolibrary.org/obo/DOID_7430	2.0	5.0	16.0	51.0	27.0
http://purl.obolibrary.org/obo/DOID_1700	1.0	0.0	7.0	53.0	39.0
http://purl.obolibrary.org/obo/DOID_7910	4.0	15.0	27.0	44.0	9.0
http://purl.obolibrary.org/obo/DOID_0050803	1.0	1.0	8.0	65.0	25.0
http://purl.obolibrary.org/obo/DOID_0040004	3.0	12.0	38.0	41.0	7.0
http://purl.obolibrary.org/obo/DOID_0111269	2.0	7.0	28.0	53.0	10.0
http://purl.obolibrary.org/obo/DOID_5350	1.0	3.0	23.0	62.0	11.0
http://purl.obolibrary.org/obo/DOID_5263	6.0	19.0	25.0	42.0	9.0
http://purl.obolibrary.org/obo/DOID_0060509	2.0	5.0	26.0	58.0	10.0
http://purl.obolibrary.org/obo/DOID_3650	3.0	10.0	31.0	49.0	8.0
http://purl.obolibrary.org/obo/DOID_0090047	1.0	1.0	17.0	64.0	17.0
http://purl.obolibrary.org/obo/DOID_0070068	3.0	6.0	16.0	62.0	14.0
http://purl.obolibrary.org/obo/DOID_0080689	1.0	2.0	17.0	61.0	20.0
http://purl.obolibrary.org/obo/DOID_1526	2.0	7.0	21.0	57.0	12.0
http://purl.obolibrary.org/obo/DOID_0111011	2.0	3.0	13.0	65.0	17.0
http://purl.obolibrary.org/obo/DOID_0110246	2.0	13.0	50.0	30.0	4.0
http://purl.obolibrary.org/obo/DOID_0050138	1.0	2.0	13.0	59.0	24.0
http://purl.obolibrary.org/obo/DOID_0112010	1.0	2.0	14.0	64.0	19.0
http://purl.obolibrary.org/obo/DOID_0050136	6.0	5.0	7.0	43.0	39.0
http://purl.obolibrary.org/obo/DOID_11971	3.0	12.0	39.0	39.0	7.0
http://purl.obolibrary.org/obo/DOID_13046	2.0	9.0	36.0	45.0	7.0
http://purl.obolibrary.org/obo/DOID_10241	2.0	4.0	23.0	60.0	12.0
http://purl.obolibrary.org/obo/DOID_10353	3.0	12.0	29.0	47.0	9.0
http://purl.obolibrary.org/obo/DOID_0060381	2.0	2.0	11.0	47.0	39.0
http://purl.obolibrary.org/obo/DOID_0110095	1.0	2.0	17.0	62.0	18.0
http://purl.obolibrary.org/obo/DOID_3748	4.0	8.0	15.0	59.0	15.0
http://purl.obolibrary.org/obo/DOID_0110169	1.0	3.0	23.0	63.0	10.0
http://purl.obolibrary.org/obo/DOID_0060055	4.0	15.0	27.0	44.0	10.0
http://purl.obolibrary.org/obo/DOID_0060055	1.0	1.0	11.0	42.0	46.0
http://purl.obolibrary.org/obo/DOID_0060055	2.0	10.0	31.0	48.0	9.0
http://purl.obolibrary.org/obo/DOID_4813	1.0	1.0	11.0	56.0	31.0
http://purl.obolibrary.org/obo/DOID_0112003	1.0	2.0	23.0	61.0	12.0
http://purl.obolibrary.org/obo/DOID_0111402	1.0	3.0	22.0	60.0	13.0
http://purl.obolibrary.org/obo/DOID_0111524	1.0	2.0	26.0	62.0	10.0
http://purl.obolibrary.org/obo/DOID_8632	2.0	1.0	4.0	35.0	59.0
http://purl.obolibrary.org/obo/DOID_3651	1.0	1.0	11.0	42.0	45.0
http://purl.obolibrary.org/obo/DOID_0110320	3.0	11.0	39.0	40.0	7.0
http://purl.obolibrary.org/obo/DOID_176	2.0	16.0	55.0	24.0	3.0
http://purl.obolibrary.org/obo/DOID_0070306	1.0	1.0	13.0	50.0	36.0
http://purl.obolibrary.org/obo/DOID_0060870	1.0	2.0	20.0	56.0	20.0
http://purl.obolibrary.org/obo/DOID_6518	2.0	5.0	28.0	56.0	9.0
http://purl.obolibrary.org/obo/DOID_5032	3.0	8.0	20.0	55.0	14.0
http://purl.obolibrary.org/obo/DOID_6193	4.0	6.0	12.0	57.0	21.0
http://purl.obolibrary.org/obo/DOID_9286	2.0	2.0	19.0	56.0	21.0
http://purl.obolibrary.org/obo/DOID_0050279	1.0	2.0	20.0	57.0	19.0
http://purl.obolibrary.org/obo/DOID_0050279	2.0	6.0	25.0	55.0	12.0
http://purl.obolibrary.org/obo/DOID_0050279	3.0	10.0	30.0	47.0	9.0
http://purl.obolibrary.org/obo/DOID_0110919	2.0	7.0	29.0	53.0	10.0
http://purl.obolibrary.org/obo/DOID_9249	1.0	1.0	7.0	61.0	30.0
http://purl.obolibrary.org/obo/DOID_0060802	2.0	5.0	19.0	59.0	15.0
http://purl.obolibrary.org/obo/DOID_0060503	2.0	9.0	34.0	47.0	8.0
http://purl.obolibrary.org/obo/DOID_0110297	1.0	2.0	19.0	61.0	17.0
http://purl.obolibrary.org/obo/DOID_0090018	1.0	2.0	20.0	57.0	20.0
http://purl.obolibrary.org/obo/DOID_0060086	1.0	3.0	19.0	58.0	18.0
http://purl.obolibrary.org/obo/DOID_6102	3.0	7.0	19.0	59.0	12.0
http://purl.obolibrary.org/obo/DOID_2776	1.0	3.0	31.0	57.0	8.0
http://purl.obolibrary.org/obo/DOID_0050983	1.0	1.0	13.0	59.0	25.0
http://purl.obolibrary.org/obo/DOID_0050185	2.0	3.0	25.0	56.0	14.0
http://purl.obolibrary.org/obo/DOID_0111281	1.0	2.0	20.0	63.0	14.0
http://purl.obolibrary.org/obo/DOID_0060323	1.0	3.0	21.0	62.0	13.0
http://purl.obolibrary.org/obo/DOID_0111141	1.0	1.0	14.0	54.0	30.0
http://purl.obolibrary.org/obo/DOID_0070036	3.0	6.0	16.0	62.0	14.0
http://purl.obolibrary.org/obo/DOID_4989	2.0	5.0	23.0	57.0	12.0
http://purl.obolibrary.org/obo/DOID_11507	2.0	3.0	14.0	67.0	14.0
http://purl.obolibrary.org/obo/DOID_0111551	1.0	2.0	17.0	62.0	18.0
http://purl.obolibrary.org/obo/DOID_0111766	1.0	1.0	14.0	69.0	15.0
http://purl.obolibrary.org/obo/DOID_13306	1.0	1.0	18.0	59.0	21.0
http://purl.obolibrary.org/obo/DOID_0111786	1.0	1.0	14.0	58.0	26.0
http://purl.obolibrary.org/obo/DOID_10354	2.0	2.0	12.0	67.0	17.0
http://purl.obolibrary.org/obo/DOID_4947	1.0	2.0	18.0	54.0	25.0
http://purl.obolibrary.org/obo/DOID_0060486	1.0	1.0	12.0	65.0	21.0
http://purl.obolibrary.org/obo/DOID_4687	2.0	3.0	14.0	65.0	16.0
http://purl.obolibrary.org/obo/DOID_0110010	1.0	4.0	30.0	56.0	9.0
http://purl.obolibrary.org/obo/DOID_2382	2.0	3.0	21.0	57.0	18.0
http://purl.obolibrary.org/obo/DOID_0111117	2.0	3.0	15.0	65.0	15.0
http://purl.obolibrary.org/obo/DOID_12571	2.0	4.0	18.0	62.0	15.0
http://purl.obolibrary.org/obo/DOID_12571	1.0	2.0	15.0	57.0	25.0
http://purl.obolibrary.org/obo/DOID_0080112	3.0	6.0	16.0	61.0	15.0
http://purl.obolibrary.org/obo/DOID_0060835	1.0	2.0	20.0	58.0	19.0
http://purl.obolibrary.org/obo/DOID_0080239	1.0	2.0	19.0	61.0	16.0
http://purl.obolibrary.org/obo/DOID_4288	3.0	6.0	15.0	61.0	15.0
http://purl.obolibrary.org/obo/DOID_2766	4.0	14.0	30.0	44.0	9.0
http://purl.obolibrary.org/obo/DOID_0050898	2.0	5.0	15.0	62.0	15.0
http://purl.obolibrary.org/obo/DOID_0110885	1.0	1.0	16.0	65.0	18.0
http://purl.obolibrary.org/obo/DOID_0060488	2.0	1.0	9.0	41.0	48.0
http://purl.obolibrary.org/obo/DOID_0080449	1.0	2.0	15.0	53.0	29.0
http://purl.obolibrary.org/obo/DOID_0110901	1.0	1.0	17.0	66.0	15.0
http://purl.obolibrary.org/obo/DOID_5296	10.0	26.0	19.0	35.0	10.0
http://purl.obolibrary.org/obo/DOID_0050762	1.0	1.0	7.0	36.0	55.0
http://purl.obolibrary.org/obo/DOID_0110845	1.0	2.0	21.0	61.0	15.0
http://purl.obolibrary.org/obo/DOID_0080394	3.0	6.0	16.0	60.0	15.0
http://purl.obolibrary.org/obo/DOID_0112148	3.0	6.0	21.0	55.0	15.0
http://purl.obolibrary.org/obo/DOID_0090036	2.0	2.0	13.0	60.0	23.0
http://purl.obolibrary.org/obo/DOID_0111578	1.0	2.0	16.0	58.0	22.0
http://purl.obolibrary.org/obo/DOID_10199	8.0	21.0	22.0	38.0	11.0
http://purl.obolibrary.org/obo/DOID_13564	3.0	7.0	17.0	58.0	15.0
http://purl.obolibrary.org/obo/DOID_13564	8.0	35.0	25.0	26.0	6.0
http://purl.obolibrary.org/obo/DOID_10744	7.0	22.0	30.0	33.0	8.0
http://purl.obolibrary.org/obo/DOID_0050903	2.0	5.0	20.0	58.0	14.0
http://purl.obolibrary.org/obo/DOID_13760	1.0	1.0	13.0	58.0	26.0
http://purl.obolibrary.org/obo/DOID_13760	2.0	11.0	45.0	37.0	5.0
http://purl.obolibrary.org/obo/DOID_13760	3.0	9.0	27.0	50.0	11.0
http://purl.obolibrary.org/obo/DOID_0110980	3.0	5.0	14.0	61.0	17.0
http://purl.obolibrary.org/obo/DOID_0111483	1.0	4.0	30.0	56.0	10.0
http://purl.obolibrary.org/obo/DOID_0110069	2.0	3.0	17.0	63.0	16.0
http://purl.obolibrary.org/obo/DOID_9723	3.0	6.0	16.0	61.0	15.0
http://purl.obolibrary.org/obo/DOID_0080985	2.0	1.0	9.0	43.0	46.0
http://purl.obolibrary.org/obo/DOID_0080985	6.0	13.0	19.0	49.0	14.0
http://purl.obolibrary.org/obo/DOID_5822	4.0	8.0	16.0	55.0	16.0
http://purl.obolibrary.org/obo/DOID_10445	2.0	2.0	12.0	58.0	27.0
http://purl.obolibrary.org/obo/DOID_0110729	1.0	0.0	9.0	21.0	69.0
http://purl.obolibrary.org/obo/DOID_6139	2.0	4.0	12.0	62.0	20.0
http://purl.obolibrary.org/obo/DOID_0110185	1.0	3.0	29.0	57.0	10.0
http://purl.obolibrary.org/obo/DOID_0111894	1.0	2.0	17.0	58.0	21.0
http://purl.obolibrary.org/obo/DOID_0080367	1.0	1.0	19.0	62.0	16.0
http://purl.obolibrary.org/obo/DOID_0060752	3.0	5.0	13.0	60.0	19.0
http://purl.obolibrary.org/obo/DOID_0050035	2.0	3.0	13.0	62.0	21.0
http://purl.obolibrary.org/obo/DOID_0050035	1.0	3.0	22.0	61.0	12.0
http://purl.obolibrary.org/obo/DOID_0111388	2.0	3.0	18.0	63.0	14.0
http://purl.obolibrary.org/obo/DOID_0080557	2.0	1.0	9.0	43.0	46.0
http://purl.obolibrary.org/obo/DOID_5535	5.0	19.0	36.0	33.0	7.0
http://purl.obolibrary.org/obo/DOID_0112309	1.0	3.0	17.0	67.0	13.0
http://purl.obolibrary.org/obo/DOID_0111826	1.0	2.0	14.0	54.0	30.0
http://purl.obolibrary.org/obo/DOID_0060887	1.0	1.0	15.0	58.0	24.0
http://purl.obolibrary.org/obo/DOID_0090050	2.0	2.0	11.0	62.0	23.0
http://purl.obolibrary.org/obo/DOID_0111935	1.0	2.0	18.0	64.0	16.0
http://purl.obolibrary.org/obo/DOID_0060157	2.0	5.0	19.0	61.0	12.0
http://purl.obolibrary.org/obo/DOID_4610	5.0	18.0	28.0	40.0	9.0
http://purl.obolibrary.org/obo/DOID_7390	26.0	48.0	7.0	13.0	6.0
http://purl.obolibrary.org/obo/DOID_7140	2.0	3.0	15.0	60.0	20.0
http://purl.obolibrary.org/obo/DOID_12965	2.0	3.0	16.0	64.0	15.0
http://purl.obolibrary.org/obo/DOID_0070287	1.0	3.0	24.0	62.0	10.0
http://purl.obolibrary.org/obo/DOID_0110334	1.0	1.0	14.0	52.0	32.0
http://purl.obolibrary.org/obo/DOID_0060839	1.0	2.0	14.0	63.0	21.0
http://purl.obolibrary.org/obo/DOID_0050711	1.0	1.0	12.0	63.0	23.0
http://purl.obolibrary.org/obo/DOID_3002	2.0	8.0	36.0	46.0	7.0
http://purl.obolibrary.org/obo/DOID_0060716	2.0	2.0	8.0	44.0	44.0
http://purl.obolibrary.org/obo/DOID_219	4.0	16.0	35.0	37.0	8.0
http://purl.obolibrary.org/obo/DOID_0111341	1.0	1.0	17.0	60.0	21.0
http://purl.obolibrary.org/obo/DOID_5658	3.0	7.0	21.0	57.0	13.0
http://purl.obolibrary.org/obo/DOID_0111020	1.0	3.0	25.0	60.0	11.0
http://purl.obolibrary.org/obo/DOID_0070194	1.0	2.0	22.0	63.0	12.0
http://purl.obolibrary.org/obo/DOID_83	3.0	16.0	36.0	38.0	6.0
http://purl.obolibrary.org/obo/DOID_0080424	1.0	1.0	15.0	53.0	30.0
http://purl.obolibrary.org/obo/DOID_0110328	2.0	5.0	16.0	62.0	15.0
http://purl.obolibrary.org/obo/DOID_0070059	3.0	6.0	16.0	62.0	14.0
http://purl.obolibrary.org/obo/DOID_11577	1.0	2.0	12.0	59.0	26.0
http://purl.obolibrary.org/obo/DOID_1461	2.0	2.0	13.0	66.0	17.0
http://purl.obolibrary.org/obo/DOID_0111925	2.0	1.0	11.0	30.0	56.0
http://purl.obolibrary.org/obo/DOID_0060016	0.0	1.0	22.0	67.0	10.0
http://purl.obolibrary.org/obo/DOID_0060016	9.0	42.0	32.0	14.0	3.0
http://purl.obolibrary.org/obo/DOID_0080401	2.0	5.0	24.0	57.0	12.0
http://purl.obolibrary.org/obo/DOID_0110818	2.0	4.0	23.0	60.0	12.0
http://purl.obolibrary.org/obo/DOID_0060573	1.0	2.0	20.0	63.0	14.0
http://purl.obolibrary.org/obo/DOID_0111073	2.0	4.0	21.0	49.0	24.0
http://purl.obolibrary.org/obo/DOID_13777	1.0	5.0	26.0	60.0	8.0
http://purl.obolibrary.org/obo/DOID_13777	1.0	3.0	23.0	62.0	11.0
http://purl.obolibrary.org/obo/DOID_6339	4.0	14.0	26.0	47.0	9.0
http://purl.obolibrary.org/obo/DOID_0080464	1.0	1.0	13.0	43.0	41.0
http://purl.obolibrary.org/obo/DOID_7388	5.0	11.0	19.0	52.0	13.0
http://purl.obolibrary.org/obo/DOID_0110281	2.0	4.0	23.0	60.0	12.0
http://purl.obolibrary.org/obo/DOID_1184	1.0	3.0	21.0	59.0	16.0
http://purl.obolibrary.org/obo/DOID_0050892	12.0	38.0	26.0	19.0	6.0
http://purl.obolibrary.org/obo/DOID_2312	5.0	4.0	16.0	51.0	24.0
http://purl.obolibrary.org/obo/DOID_2312	2.0	1.0	6.0	45.0	45.0
http://purl.obolibrary.org/obo/DOID_13027	1.0	1.0	11.0	67.0	21.0
http://purl.obolibrary.org/obo/DOID_0060609	1.0	0.0	6.0	61.0	32.0
http://purl.obolibrary.org/obo/DOID_0060609	1.0	2.0	18.0	60.0	19.0
http://purl.obolibrary.org/obo/DOID_0111658	3.0	10.0	27.0	49.0	12.0
http://purl.obolibrary.org/obo/DOID_0080762	1.0	4.0	25.0	57.0	13.0
http://purl.obolibrary.org/obo/DOID_778	1.0	0.0	6.0	39.0	54.0
http://purl.obolibrary.org/obo/DOID_5897	10.0	16.0	13.0	45.0	17.0
